ID#	1
Name	D
	Data Filename	Sample Name	Sample ID	Sample Type	Level#	Ret. Time	Area	Height	Intensity	ISTD Area	ISTD Height	ISTD Ret.Time	Area Ratio	Height Ratio	Conc.	Std. Conc.	Deviation	%Dev	Accuracy[%]	QC Check Results	Mark	Peak Start	Peak End	NTP(USP)	NTP(JP)	NTP(JP2)	NTP(EP)	NTP(BP)	NTP(DAB)	NTP(EMG)	NTP(EMG(50%))	NTP(Area/Height)	NTP(USP2)	NTP	NTP	NTP	NTP	NTP	NTP(User Defined)	HETP(USP)	HETP(JP)	HETP(JP2)	HETP(EP)	HETP(BP)	HETP(DAB)	HETP(EMG)	HETP(EMG(50%))	HETP(Area/Height)	HETP(USP2)	HETP	HETP	HETP	HETP	HETP	HETP(User Defined)	T.Plates/meter(USP)	T.Plates/meter(JP)	T.Plates/meter(JP2)	T.Plates/meter(EP)	T.Plates/meter(BP)	T.Plates/meter(DAB)	T.Plates/meter(EMG)	T.Plates/meter(EMG(50%))	T.Plates/meter(Area/Height)	T.Plates/meter(USP2)	T.Plates/meter	T.Plates/meter	T.Plates/meter	T.Plates/meter	T.Plates/meter	T.Plates/meter(User Defined)	Tailing F.	Tailing F(10%)	Resolution(USP)	Resolution(JP)	Resolution(JP2)	Resolution(EP)	Resolution(BP)	Resolution(DAB)	Resolution(EMG)	Resolution(EMG(50%))	Resolution(Area/Height)	Resolution(USP2)	Resolution	Resolution	Resolution	Resolution	Resolution	Resolution(User Defined)	k'	Separation	Peak Valley Ratio	Area%	Height%	USP Width	Width(5%)	Width(10%)	Width(50%)	Relative Retention Time	Vial#	Tray	Cal. Point	S/N	Noise	Quant. Limit(QL)	Detect. Limit(DL)	RF	Mean RF	RF SD	RF %RSD	Calib.Point Mean Area	Calib.Point Area SD	Calib.Point Area %RSD	Calib.Point Mean Height	Calib.Point Height SD	Calib.Point Height %RSD	Dev.Ratio	Date Acquired	Custom Calc.Result 1	Custom Calc.Result 2	Custom Calc.Result 3	Custom Calc.Result 4	Custom Calc.Result 5	Statistic	DRE Wavelength	DRE Factor	DRE Time	m/z	Ref.1 m/z	Ref.1 Ident.Range%	Ref.1 Act%	Ref.1 Result	Ref.1 Inten.	Ref.2 m/z	Ref.2 Ident.Range%	Ref.2 Act%	Ref.2 Result	Ref.2 Inten.	Ref.3 m/z	Ref.3 Ident.Range%	Ref.3 Act%	Ref.3 Result	Ref.3 Inten.	Ref.4 m/z	Ref.4 Ident.Range%	Ref.4 Act%	Ref.4 Result	Ref.4 Inten.	Ref.5 m/z	Ref.5 Ident.Range%	Ref.5 Act%	Ref.5 Result	Ref.5 Inten.	Dilution Factor	Sample Amount
11	HQC-1.lcd	4 11 LAB QC.1 1 1	4 11 LAB QC.1 1 1	Control	1	2.341	5731179	1595447	1593591	2698094	738133	2.335	2.12416	2.16146	1.2764e+002	10	1.1764e+002	1176.40	1276.4	Quant.Range(High)	   	2.266	2.438	8780	8476	8491	8476	8476	8476	11153	11153	9604	0	0	0	0	0	0	0	17.083	17.697	17.665	17.697	17.697	17.697	13.449	13.449	15.619	0.000	0.000	0.000	0.000	0.000	0.000	0.000	58536	56507	56609	56507	56507	56507	74353	74353	64026	0	0	0	0	0	0	0	1.021	1.007	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.100	0.104	0.095	0.060		39	1	-----	5968.94	267.29	0.21	0.07	2.124160e-001	-----	-----	-----	-----	-----	-----	-----	-----	-----	11.7640	1/21/2014 7:46:56 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
12	MQC-1.lcd	4 12 LAB QC.2 1 1	4 12 LAB QC.2 1 1	Control	1	2.342	358364	103858	104651	3435697	972127	2.336	0.104306	0.106836	6.2677e+000	10	-3.7323e+000	-37.32	62.7		   	2.266	2.421	9253	9271	9287	9271	9271	9271	12312	12312	10417	0	0	0	0	0	0	0	16.210	16.180	16.151	16.180	16.180	16.180	12.183	12.183	14.399	0.000	0.000	0.000	0.000	0.000	0.000	0.000	61690	61805	61916	61805	61805	61805	82082	82082	69447	0	0	0	0	0	0	0	0.968	0.954	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.097	0.102	0.093	0.057		35	1	-----	677.50	153.30	0.09	0.03	1.043060e-002	-----	-----	-----	-----	-----	-----	-----	-----	-----	-0.3732	1/21/2014 7:40:18 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
13	LQC-1.lcd	4 13 LAB QC.3 1 1	4 13 LAB QC.3 1 1	Control	1	2.309	30222	6588	6672	3813894	898139	2.302	0.00792420	0.00733462	4.7616e-001	10	-9.5238e+000	-95.24	4.8		   	2.263	2.403	6888	4871	4880	4871	4871	4871	5380	5380	5727	0	0	0	0	0	0	0	21.778	30.795	30.739	30.795	30.795	30.795	27.881	27.881	26.190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	45918	32473	32532	32473	32473	32473	35867	35867	38183	0	0	0	0	0	0	0	1.573	1.611	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.111	0.119	0.109	0.078		31	1	-----	40.95	160.88	0.12	0.04	7.924200e-004	-----	-----	-----	-----	-----	-----	-----	-----	-----	-0.9524	1/21/2014 7:33:41 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
14	BLANK-2.lcd	4 14 LAB CONTROL_BLANK 1	4 14 LAB CONTROL_BLANK 1	Unknown	1	-----	-----	-----	-----	1602	345	2.292	0	0	-----	-----	-----	-----	-----		-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	--	-----	-----	-----	-----	-----	-----		13	1	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:27:02 PM	-----	-----	-----	-----	-----		--	--	--	243.10>127.10	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
15	C10-1.lcd	4 15 LAB 2780000001 0001 A 0h PLM-1 1	4 15 LAB 2780000001 0001 A 0h P	Unknown	1	2.345	6868040	1879770	1877423	2620438	703329	2.339	2.62095	2.67267	1.5749e+002	-----	-----	-----	-----	Quant.Range(High)	   	2.269	2.427	8481	8206	8221	8206	8206	8206	10863	10863	9311	0	0	0	0	0	0	0	17.686	18.278	18.245	18.278	18.278	18.278	13.809	13.809	16.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	56542	54710	54809	54710	54710	54710	72418	72418	62077	0	0	0	0	0	0	0	1.013	1.000	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.102	0.106	0.097	0.061		10	1	-----	4613.87	407.42	0.34	0.11	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:20:23 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
16	C9-1.lcd	4 16 LAB 2780000002 0001 A 12h PLM-1 1	4 16 LAB 2780000002 0001 A 12h 	Unknown	1	2.337	4059283	1064235	1066886	3087431	779491	2.330	1.31478	1.36530	7.9005e+001	-----	-----	-----	-----	Quant.Range(High)	   	2.259	2.421	8256	7412	7425	7412	7412	7412	10841	10841	8487	0	0	0	0	0	0	0	18.168	20.237	20.201	20.237	20.237	20.237	13.837	13.837	17.675	0.000	0.000	0.000	0.000	0.000	0.000	0.000	55041	49414	49503	49414	49414	49414	72270	72270	56578	0	0	0	0	0	0	0	0.977	0.963	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.103	0.108	0.098	0.064		9	1	-----	4083.87	260.59	0.19	0.06	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:13:43 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
17	C8-1.lcd	4 17 LAB 2780000003 0002 A 0h PLM-1 1	4 17 LAB 2780000003 0002 A 0h P	Unknown	1	2.337	1778843	479360	480831	3357609	859885	2.332	0.529794	0.557470	3.1835e+001	-----	-----	-----	-----	Quant.Range(High)	   	2.263	2.417	8551	7883	7897	7883	7883	7883	11136	11136	8968	0	0	0	0	0	0	0	17.541	19.028	18.994	19.028	19.028	19.028	13.470	13.470	16.727	0.000	0.000	0.000	0.000	0.000	0.000	0.000	57008	52554	52649	52554	52554	52554	74239	74239	59784	0	0	0	0	0	0	0	0.980	0.965	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.101	0.106	0.097	0.062		8	1	-----	2380.40	201.38	0.13	0.04	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:07:04 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
18	C7-1.lcd	4 18 LAB 2780000004 0002 A 12h PLM-1 1	4 18 LAB 2780000004 0002 A 12h 	Unknown	1	2.335	902038	249261	250873	3457802	921847	2.331	0.260870	0.270393	1.5676e+001	-----	-----	-----	-----	Quant.Range(High)	   	2.259	2.417	8689	8321	8336	8321	8321	8321	11222	11222	9414	0	0	0	0	0	0	0	17.264	18.027	17.995	18.027	18.027	18.027	13.367	13.367	15.934	0.000	0.000	0.000	0.000	0.000	0.000	0.000	57923	55471	55571	55471	55471	55471	74811	74811	62760	0	0	0	0	0	0	0	0.992	0.980	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.100	0.105	0.096	0.060		7	1	-----	1698.01	146.80	0.09	0.03	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 7:00:26 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
19	C6-1.lcd	4 19 LAB CONTROL_BLANK 1	4 19 LAB CONTROL_BLANK 1	Unknown	1	2.340	461435	130322	131234	3564257	960466	2.336	0.129462	0.135687	7.7793e+000	-----	-----	-----	-----		   	2.266	2.417	8878	8708	8724	8708	8708	8708	11852	11852	9875	0	0	0	0	0	0	0	16.897	17.225	17.194	17.225	17.225	17.225	12.656	12.656	15.190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	59184	58054	58159	58054	58054	58054	79013	79013	65833	0	0	0	0	0	0	0	0.966	0.953	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.099	0.104	0.095	0.059		6	1	-----	890.62	146.33	0.09	0.03	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 6:53:49 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
20	C5-1.lcd	4 20 LAB QC.1 2 1	4 20 LAB QC.1 2 1	Control	1	2.343	180216	49637	50062	3524524	912097	2.339	0.0511319	0.0544205	3.0725e+000	10	-6.9275e+000	-69.27	30.7		   	2.266	2.427	8627	8309	8324	8309	8309	8309	11457	11457	9417	0	0	0	0	0	0	0	17.387	18.054	18.021	18.054	18.054	18.054	13.093	13.093	15.929	0.000	0.000	0.000	0.000	0.000	0.000	0.000	57514	55390	55490	55390	55390	55390	76378	76378	62779	0	0	0	0	0	0	0	0.962	0.949	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.101	0.106	0.096	0.061		5	1	-----	373.96	132.73	0.08	0.03	5.113190e-003	-----	-----	-----	-----	-----	-----	-----	-----	-----	-0.6927	1/21/2014 6:47:10 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
21	C4-1.lcd	4 21 LAB QC.2 2 1	4 21 LAB QC.2 2 1	Control	1	2.339	89520	25668	25846	3441397	961776	2.337	0.0260127	0.0266877	1.5631e+000	10	-8.4369e+000	-84.37	15.6		   	2.266	2.414	9139	9103	9120	9103	9103	9103	11456	11456	10170	0	0	0	0	0	0	0	16.414	16.478	16.448	16.478	16.478	16.478	13.093	13.093	14.749	0.000	0.000	0.000	0.000	0.000	0.000	0.000	60925	60688	60798	60688	60688	60688	76374	76374	67800	0	0	0	0	0	0	0	1.020	1.012	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.098	0.103	0.094	0.058		4	1	-----	202.01	127.06	0.08	0.03	2.601270e-003	-----	-----	-----	-----	-----	-----	-----	-----	-----	-0.8437	1/21/2014 6:40:30 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
22	C3-1.lcd	4 22 LAB QC.3 2 1	4 22 LAB QC.3 2 1	Control	1	2.312	50231	11270	11349	3944056	910868	2.302	0.0127359	0.0123729	7.6530e-001	10	-9.2347e+000	-92.35	7.7		   	2.252	2.414	6950	5148	5157	5148	5148	5148	6073	6073	6083	0	0	0	0	0	0	0	21.583	29.138	29.085	29.138	29.138	29.138	24.700	24.700	24.659	0.000	0.000	0.000	0.000	0.000	0.000	0.000	46332	34320	34382	34320	34320	34320	40485	40485	40552	0	0	0	0	0	0	0	1.420	1.451	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.111	0.118	0.108	0.076		3	1	-----	84.59	133.24	0.09	0.03	1.273590e-003	-----	-----	-----	-----	-----	-----	-----	-----	-----	-0.9235	1/21/2014 6:33:52 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	243.10>127.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1

ID#	2
Name	D-7
	Data Filename	Sample Name	Sample ID	Sample Type	Level#	Ret. Time	Area	Height	Intensity	ISTD Area	ISTD Height	ISTD Ret.Time	Area Ratio	Height Ratio	Conc.	Std. Conc.	Deviation	%Dev	Accuracy[%]	QC Check Results	Mark	Peak Start	Peak End	NTP(USP)	NTP(JP)	NTP(JP2)	NTP(EP)	NTP(BP)	NTP(DAB)	NTP(EMG)	NTP(EMG(50%))	NTP(Area/Height)	NTP(USP2)	NTP	NTP	NTP	NTP	NTP	NTP(User Defined)	HETP(USP)	HETP(JP)	HETP(JP2)	HETP(EP)	HETP(BP)	HETP(DAB)	HETP(EMG)	HETP(EMG(50%))	HETP(Area/Height)	HETP(USP2)	HETP	HETP	HETP	HETP	HETP	HETP(User Defined)	T.Plates/meter(USP)	T.Plates/meter(JP)	T.Plates/meter(JP2)	T.Plates/meter(EP)	T.Plates/meter(BP)	T.Plates/meter(DAB)	T.Plates/meter(EMG)	T.Plates/meter(EMG(50%))	T.Plates/meter(Area/Height)	T.Plates/meter(USP2)	T.Plates/meter	T.Plates/meter	T.Plates/meter	T.Plates/meter	T.Plates/meter	T.Plates/meter(User Defined)	Tailing F.	Tailing F(10%)	Resolution(USP)	Resolution(JP)	Resolution(JP2)	Resolution(EP)	Resolution(BP)	Resolution(DAB)	Resolution(EMG)	Resolution(EMG(50%))	Resolution(Area/Height)	Resolution(USP2)	Resolution	Resolution	Resolution	Resolution	Resolution	Resolution(User Defined)	k'	Separation	Peak Valley Ratio	Area%	Height%	USP Width	Width(5%)	Width(10%)	Width(50%)	Relative Retention Time	Vial#	Tray	Cal. Point	S/N	Noise	Quant. Limit(QL)	Detect. Limit(DL)	RF	Mean RF	RF SD	RF %RSD	Calib.Point Mean Area	Calib.Point Area SD	Calib.Point Area %RSD	Calib.Point Mean Height	Calib.Point Height SD	Calib.Point Height %RSD	Dev.Ratio	Date Acquired	Custom Calc.Result 1	Custom Calc.Result 2	Custom Calc.Result 3	Custom Calc.Result 4	Custom Calc.Result 5	Statistic	DRE Wavelength	DRE Factor	DRE Time	m/z	Ref.1 m/z	Ref.1 Ident.Range%	Ref.1 Act%	Ref.1 Result	Ref.1 Inten.	Ref.2 m/z	Ref.2 Ident.Range%	Ref.2 Act%	Ref.2 Result	Ref.2 Inten.	Ref.3 m/z	Ref.3 Ident.Range%	Ref.3 Act%	Ref.3 Result	Ref.3 Inten.	Ref.4 m/z	Ref.4 Ident.Range%	Ref.4 Act%	Ref.4 Result	Ref.4 Inten.	Ref.5 m/z	Ref.5 Ident.Range%	Ref.5 Act%	Ref.5 Result	Ref.5 Inten.	Dilution Factor	Sample Amount
1	S9.lcd	4 1 LAB CONTROL_BLANK_IS 1	4 1 LAB CONTROL_BLANK_IS 1	Unknown	1	2.339	4191898	1400873	1415208	4191898	1400873	2.339	1.00000	1.00000	1.0000e+000	-----	-----	-----	-----		   	2.261	2.439	12067	13044	13068	13044	13044	13044	12551	12551	13815	0	0	0	0	0	0	0	12.431	11.499	11.478	11.499	11.499	11.499	11.951	11.951	10.858	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80445	86963	87120	86963	86963	86963	83674	83674	92099	0	0	0	0	0	0	0	1.159	1.149	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	96.200	96.272	0.085	0.094	0.084	0.048		54	1	-----	1945.87	719.92	0.01	0.00	0.000000e+000	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1/21/2014 8:53:20 PM	0.00000	0.00000	0.00000	0.00000	0.00000		--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
2	S8.lcd	4 2 LAB STD.1 1 1	4 2 LAB STD.1 1 1	Standard(Calc.Point)	1	2.338	4128341	1370495	1383689	4128341	1370495	2.338	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.275	2.419	11983	13140	13164	13140	13140	13140	12572	12572	13628	0	0	0	0	0	0	0	12.518	11.416	11.395	11.416	11.416	11.416	11.931	11.931	11.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	79886	87600	87758	87600	87600	87600	83813	83813	90853	0	0	0	0	0	0	0	1.142	1.133	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.085	0.095	0.085	0.048		53	1	*	142.04	9648.60	0.07	0.02	1.000000e+000	1.000000e+000	0.000000e+000	0.000000	1.000000	0.0000000	0.0000000	1.000000	0.0000000	0.0000000	0.0000	1/21/2014 8:46:42 PM	0.00000	0.00000	0.00000	0.00000	0.00000	*	--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
3	S7.lcd	4 3 LAB STD.2 1 1	4 3 LAB STD.2 1 1	Standard(Calc.Point)	1	2.339	4118842	1358106	1370298	4118842	1358106	2.339	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.278	2.415	11868	12854	12877	12854	12854	12854	12547	12547	13445	0	0	0	0	0	0	0	12.639	11.670	11.649	11.670	11.670	11.670	11.955	11.955	11.156	0.000	0.000	0.000	0.000	0.000	0.000	0.000	79119	85692	85847	85692	85692	85692	83644	83644	89636	0	0	0	0	0	0	0	1.139	1.130	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.086	0.095	0.085	0.049		52	1	*	122.53	11083.60	0.08	0.03	1.000000e+000	1.000000e+000	0.000000e+000	0.000000	1.000000	0.0000000	0.0000000	1.000000	0.0000000	0.0000000	0.0000	1/21/2014 8:40:04 PM	0.00000	0.00000	0.00000	0.00000	0.00000	*	--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
4	S6.lcd	4 4 LAB STD.3 1 1	4 4 LAB STD.3 1 1	Standard(Calc.Point)	1	2.345	3995722	1301812	1311912	3995722	1301812	2.345	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.285	2.422	11741	12688	12711	12688	12688	12688	12497	12497	13199	0	0	0	0	0	0	0	12.776	11.822	11.801	11.822	11.822	11.822	12.003	12.003	11.365	0.000	0.000	0.000	0.000	0.000	0.000	0.000	78271	84586	84739	84586	84586	84586	83310	83310	87992	0	0	0	0	0	0	0	1.129	1.116	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	100.000	100.000	0.087	0.096	0.086	0.049		51	1	*	123.03	10581.58	0.08	0.03	1.000000e+000	1.000000e+000	0.000000e+000	0.000000	1.000000	0.0000000	0.0000000	1.000000	0.0000000	0.0000000	0.0000	1/21/2014 8:33:25 PM	0.00000	0.00000	0.00000	0.00000	0.00000	*	--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
5	S5.lcd	4 5 LAB STD.4 1 1	4 5 LAB STD.4 1 1	Standard(Calc.Point)	1	2.346	4132625	1371247	1384863	4132625	1371247	2.346	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.268	2.446	12016	13014	13037	13014	13014	13014	12532	12532	13700	0	0	0	0	0	0	0	12.483	11.526	11.505	11.526	11.526	11.526	11.970	11.970	10.949	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80107	86759	86916	86759	86759	86759	83545	83545	91334	0	0	0	0	0	0	0	1.147	1.133	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	95.980	96.083	0.086	0.095	0.085	0.048		50	1	*	1802.79	760.63	0.01	0.00	1.000000e+000	1.000000e+000	0.000000e+000	0.000000	1.000000	0.0000000	0.0000000	1.000000	0.0000000	0.0000000	0.0000	1/21/2014 8:26:47 PM	0.00000	0.00000	0.00000	0.00000	0.00000	*	--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
6	S4.lcd	4 6 LAB STD.5 1 1	4 6 LAB STD.5 1 1	Standard(Calc.Point)	1	2.337	4510966	1503497	1515561	4510966	1503497	2.337	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.254	2.433	12321	13124	13148	13124	13124	13124	13020	13020	13720	0	0	0	0	0	0	0	12.174	11.430	11.409	11.430	11.430	11.430	11.521	11.521	10.933	0.000	0.000	0.000	0.000	0.000	0.000	0.000	82143	87492	87650	87492	87492	87492	86800	86800	91468	0	0	0	0	0	0	0	1.125	1.110	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	96.617	96.585	0.084	0.094	0.084	0.048		49	1	*	1894.46	793.63	0.01	0.00	1.000000e+000	1.000000e+000	0.000000e+000	0.000000	1.000000	0.0000000	0.0000000	1.000000	0.0000000	0.0000000	0.0000	1/21/2014 8:20:10 PM	0.00000	0.00000	0.00000	0.00000	0.00000	*	--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
7	S3.lcd	4 7 LAB STD.6 1 1	4 7 LAB STD.6 1 1	Standard(Calc.Point)	1	2.333	4151430	1388860	1401437	4151430	1388860	2.333	1.00000	1.00000	1.0000e+000	1	0.0000e+000	0.00	100.0		   	2.261	2.433	12077	13042	13066	13042	13042	13042	12953	12953	13775	0	0	0	0	0	0	0	12.420	11.501	11.481	11.501	11.501	11.501	11.580	11.580	10.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80513	86947	87104	86947	86947	86947	86354	86354	91835	0	0	0	0	0	0	0	1.130	1.119	--	--	--	--	--	--	--	--	--	0.000	0.000	0.000	0.000	0.000	0.000	--	0.000	--	--	96.093	96.173	0.085	0.093	0.084	0.048		48	1	*	1803.17	770.23	0.01	0.00	1.000000e+000	1.000000e+000	0.000000e+000	0.000000	1.000000	0.0000000	0.0000000	1.000000	0.0000000	0.0000000	0.0000	1/21/2014 8:13:32 PM	0.00000	0.00000	0.00000	0.00000	0.00000	*	--	--	--	246.10>130.10	TIC	0.00 - 30.00	0.00	Pass	0	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	-----	1	1
